Order #,Date Created,Time Created,Shipped Quantity,Ship                Date,Order Type,SKU,Unit cube F ,Large Lines,Timestamp,Time Bucket,Hour
C01560191559,20260101,214,1,20260110,eCom,498921.0,0.428324653,OK,12:02:14 AM,12AM-2AM,0
C01560191559,20260101,214,1,20260110,eCom,910223.0,0.018695023,OK,12:02:14 AM,12AM-2AM,0
C01560190102,20260101,214,1,20260110,eCom,78479.0,0.106076389,OK,12:02:14 AM,12AM-2AM,0
C01560190104,20260101,214,1,20260110,eCom,794127.0,0.106604167,OK,12:02:14 AM,12AM-2AM,0
C01560190104,20260101,214,1,20260110,eCom,523175.0,0.190621528,OK,12:02:14 AM,12AM-2AM,0
C01560188800,20260101,214,1,20260110,eCom,448630.0,0.377423611,OK,12:02:14 AM,12AM-2AM,0
C01560185315,20260101,214,1,20260110,eCom,204025.0,0.191953125,OK,12:02:14 AM,12AM-2AM,0
C01560185315,20260101,214,1,20260110,eCom,39149.0,0.270833333,OK,12:02:14 AM,12AM-2AM,0
C01560191082,20260101,214,1,20260110,eCom,833889.0,0.030300926,OK,12:02:14 AM,12AM-2AM,0
C01560191082,20260101,214,1,20260110,eCom,1128466.0,0.139930556,OK,12:02:14 AM,12AM-2AM,0
C01560187770,20260101,214,1,20260110,eCom,748852.0,0.161104167,OK,12:02:14 AM,12AM-2AM,0
C01560189223,20260101,214,1,20260110,eCom,980080.0,0.38125,OK,12:02:14 AM,12AM-2AM,0
C01560184341,20260101,214,1,20260110,eCom,568669.0,0.379427083,OK,12:02:14 AM,12AM-2AM,0
C01560184341,20260101,214,1,20260110,eCom,568300.0,0.280989583,OK,12:02:14 AM,12AM-2AM,0
C01560190625,20260101,214,1,20260110,eCom,311063.0,0.325572917,OK,12:02:14 AM,12AM-2AM,0
C01560191091,20260101,214,1,20260110,eCom,934135.0,0.069598958,OK,12:02:14 AM,12AM-2AM,0
C01560189227,20260101,214,1,20260110,eCom,909242.0,0.149625,OK,12:02:14 AM,12AM-2AM,0
C01560189227,20260101,214,1,20260110,eCom,908672.0,0.111833333,OK,12:02:14 AM,12AM-2AM,0
C01560189227,20260101,214,1,20260110,eCom,929060.0,0.074109375,OK,12:02:14 AM,12AM-2AM,0
C01560192071,20260101,214,1,20260110,eCom,577312.0,0.357178241,OK,12:02:14 AM,12AM-2AM,0
C01560190628,20260101,214,1,20260110,eCom,707028.0,0.369201389,OK,12:02:14 AM,12AM-2AM,0
C01558518787,20260101,214,1,20260110,eCom,56641.0,0.250784722,OK,12:02:14 AM,12AM-2AM,0
C01558518787,20260101,214,1,20260110,eCom,70816.0,0.252083333,OK,12:02:14 AM,12AM-2AM,0
C01560183882,20260101,214,1,20260110,eCom,835826.0,0.275625,OK,12:02:14 AM,12AM-2AM,0
C01560185319,20260101,214,1,20260110,eCom,333031.0,0.248467593,OK,12:02:14 AM,12AM-2AM,0
C01560185319,20260101,214,1,20260110,eCom,978237.0,0.2625,OK,12:02:14 AM,12AM-2AM,0
C01560187310,20260101,214,1,20260110,eCom,84891.0,0.499375,OK,12:02:14 AM,12AM-2AM,0
C01560191089,20260101,214,1,20260110,eCom,907238.0,0.022303241,OK,12:02:14 AM,12AM-2AM,0
C01560191089,20260101,214,1,20260110,eCom,905070.0,0.021944444,OK,12:02:14 AM,12AM-2AM,0
C01556974855,20260101,214,1,20260110,eCom,1056639.0,0.138079861,OK,12:02:14 AM,12AM-2AM,0
C01556974855,20260101,214,1,20260110,eCom,9800.0,0.110229167,OK,12:02:14 AM,12AM-2AM,0
C01560185325,20260101,514,1,20260110,eCom,207068.0,0.263411458,OK,12:05:14 AM,12AM-2AM,0
C01560185325,20260101,514,1,20260110,eCom,1063449.0,0.12578125,OK,12:05:14 AM,12AM-2AM,0
C01560190633,20260101,514,1,20260110,eCom,156355.0,0.070506366,OK,12:05:14 AM,12AM-2AM,0
C01560190633,20260101,514,1,20260110,eCom,1095989.0,0.036059028,OK,12:05:14 AM,12AM-2AM,0
C01560191574,20260101,514,1,20260110,eCom,2982.0,0.012875,OK,12:05:14 AM,12AM-2AM,0
C01560191574,20260101,514,1,20260110,eCom,3118.0,0.074042824,OK,12:05:14 AM,12AM-2AM,0
C01560193034,20260101,514,1,20260110,eCom,858856.0,0.048148148,OK,12:05:14 AM,12AM-2AM,0
C01560189234,20260101,514,1,20260110,eCom,1135263.0,0.220763889,OK,12:05:14 AM,12AM-2AM,0
C01560189234,20260101,514,1,20260110,eCom,1131780.0,0.04396412,OK,12:05:14 AM,12AM-2AM,0
C01560192570,20260101,514,1,20260110,eCom,1090447.0,0.188854167,OK,12:05:14 AM,12AM-2AM,0
C01560185327,20260101,514,1,20260110,eCom,1131298.0,0.027168981,OK,12:05:14 AM,12AM-2AM,0
C01560187312,20260101,515,1,20260110,eCom,68375.0,0.277488426,OK,12:05:15 AM,12AM-2AM,0
C01560183890,20260101,515,1,20260110,eCom,513746.0,0.277604167,OK,12:05:15 AM,12AM-2AM,0
C01560190632,20260101,515,1,20260110,eCom,47022.0,0.331665509,OK,12:05:15 AM,12AM-2AM,0
C01560190632,20260101,515,1,20260110,eCom,487987.0,0.27421875,OK,12:05:15 AM,12AM-2AM,0
C01560193535,20260101,515,1,20260110,eCom,668706.0,0.429582176,OK,12:05:15 AM,12AM-2AM,0
C01560193030,20260101,515,1,20260110,eCom,421599.0,0.342444444,OK,12:05:15 AM,12AM-2AM,0
C01560193030,20260101,515,1,20260110,eCom,426536.0,0.338722222,OK,12:05:15 AM,12AM-2AM,0
C01560192081,20260101,515,1,20260110,eCom,1071332.0,0.061178241,OK,12:05:15 AM,12AM-2AM,0
C01560192081,20260101,515,1,20260110,eCom,80943.0,0.063657407,OK,12:05:15 AM,12AM-2AM,0
C01560187780,20260101,515,1,20260110,eCom,1119139.0,0.175902778,OK,12:05:15 AM,12AM-2AM,0
C01560187780,20260101,515,1,20260110,eCom,929985.0,0.027120949,OK,12:05:15 AM,12AM-2AM,0
C01560184839,20260101,515,1,20260110,eCom,910429.0,0.051678241,OK,12:05:15 AM,12AM-2AM,0
P00001027312548,20260101,515,1,20260110,eCom,1067037.0,0.0316875,OK,12:05:15 AM,12AM-2AM,0
C01560193544,20260101,515,1,20260110,eCom,932714.0,0.061444444,OK,12:05:15 AM,12AM-2AM,0
C01560188288,20260101,515,1,20260110,eCom,909196.0,0.027920139,OK,12:05:15 AM,12AM-2AM,0
C01560191582,20260101,515,1,20260110,eCom,894070.0,0.035625,OK,12:05:15 AM,12AM-2AM,0
C01560191583,20260101,515,1,20260110,eCom,720855.0,0.277604167,OK,12:05:15 AM,12AM-2AM,0
C01560191583,20260101,515,1,20260110,eCom,933115.0,0.098694444,OK,12:05:15 AM,12AM-2AM,0
C01560192579,20260101,515,1,20260110,eCom,1086738.0,0.295701389,OK,12:05:15 AM,12AM-2AM,0
C01560188817,20260101,515,1,20260110,eCom,1084570.0,0.125659722,OK,12:05:15 AM,12AM-2AM,0
C01560188817,20260101,515,1,20260110,eCom,2916.0,0.135552083,OK,12:05:15 AM,12AM-2AM,0
C01560188817,20260101,515,1,20260110,eCom,392706.0,0.070449653,OK,12:05:15 AM,12AM-2AM,0
C01560188817,20260101,515,1,20260110,eCom,932891.0,0.14875,OK,12:05:15 AM,12AM-2AM,0
C01560184847,20260101,515,1,20260110,eCom,1065889.0,0.051157407,OK,12:05:15 AM,12AM-2AM,0
C01560184847,20260101,515,0,20260110,eCom,19242.0,0.051157407,OK,12:05:15 AM,12AM-2AM,0
C01560191579,20260101,515,1,20260110,eCom,857983.0,0.043020833,OK,12:05:15 AM,12AM-2AM,0
C01560191579,20260101,515,1,20260110,eCom,896023.0,0.01953125,OK,12:05:15 AM,12AM-2AM,0
C01560191579,20260101,515,1,20260110,eCom,865495.0,0.116255208,OK,12:05:15 AM,12AM-2AM,0
C01560188283,20260101,515,1,20260110,eCom,777649.0,0.438231481,OK,12:05:15 AM,12AM-2AM,0
C01560185331,20260101,515,1,20260110,eCom,33850.0,0.087875,OK,12:05:15 AM,12AM-2AM,0
C01560185331,20260101,515,1,20260110,eCom,716787.0,0.424305556,OK,12:05:15 AM,12AM-2AM,0
C01560188819,20260101,515,1,20260110,eCom,14638.0,0.041487269,OK,12:05:15 AM,12AM-2AM,0
