Order #,Date Created,Time Created,Shipped Quantity,Ship                Date,Order Type,SKU,Unit cube F ,Large Lines,Timestamp,Time Bucket,Hour
C01559492453,20260101,103,1,20260107,eCom,37357.0,0.262929398,OK,12:01:03 AM,12AM-2AM,0
C01559486218,20260101,103,2,20260107,eCom,906141.0,0.006944444,OK,12:01:03 AM,12AM-2AM,0
C01559486219,20260101,103,1,20260107,eCom,1156153.0,0.329190394,OK,12:01:03 AM,12AM-2AM,0
C01559492954,20260101,103,1,20260107,eCom,847599.0,0.164713542,OK,12:01:03 AM,12AM-2AM,0
C01559488056,20260101,103,1,20260107,eCom,674277.0,0.413194444,OK,12:01:03 AM,12AM-2AM,0
C01559488538,20260101,103,1,20260107,eCom,34021.0,0.374045139,OK,12:01:03 AM,12AM-2AM,0
C01559485764,20260101,103,1,20260107,eCom,974205.0,0.218981481,OK,12:01:03 AM,12AM-2AM,0
C01559492456,20260101,104,1,20260107,eCom,943316.0,0.281875,OK,12:01:04 AM,12AM-2AM,0
C01559488060,20260101,104,1,20260107,eCom,1149528.0,0.380138889,OK,12:01:04 AM,12AM-2AM,0
C01559491462,20260101,104,1,20260107,eCom,909446.0,0.0121875,OK,12:01:04 AM,12AM-2AM,0
C01559492951,20260101,104,1,20260107,eCom,66147.0,0.218272569,OK,12:01:04 AM,12AM-2AM,0
C01559493906,20260101,104,1,20260107,eCom,443720.0,0.440625,OK,12:01:04 AM,12AM-2AM,0
C01559492461,20260101,104,1,20260107,eCom,1058565.0,0.226499421,OK,12:01:04 AM,12AM-2AM,0
C01559492461,20260101,104,1,20260107,eCom,1049756.0,0.226130787,OK,12:01:04 AM,12AM-2AM,0
C01559485245,20260101,104,1,20260107,eCom,453958.0,0.256666667,OK,12:01:04 AM,12AM-2AM,0
C01559493457,20260101,104,1,20260107,eCom,471166.0,0.070449653,OK,12:01:04 AM,12AM-2AM,0
C01559493457,20260101,104,1,20260107,eCom,891680.0,0.041145833,OK,12:01:04 AM,12AM-2AM,0
C01559489970,20260101,104,1,20260107,eCom,132155.0,0.049016204,OK,12:01:04 AM,12AM-2AM,0
C01559489970,20260101,104,1,20260107,eCom,974686.0,0.17921875,OK,12:01:04 AM,12AM-2AM,0
C01559489970,20260101,104,1,20260107,eCom,1111735.0,0.229772569,OK,12:01:04 AM,12AM-2AM,0
C01559492957,20260101,104,1,20260107,eCom,124476.0,0.087185185,OK,12:01:04 AM,12AM-2AM,0
C01559492957,20260101,104,1,20260107,eCom,1077940.0,0.053675926,OK,12:01:04 AM,12AM-2AM,0
