Order #,Date Created,Time Created,Shipped Quantity,Ship                Date,Order Type,SKU,Unit cube F ,Large Lines,Timestamp,Time Bucket,Hour
C01559747755,20260101,133,0,20260109,eCom,943574.0,0.362622685,OK,12:01:33 AM,12AM-2AM,0
C01559747755,20260101,133,1,20260109,eCom,475442.0,0.37109375,OK,12:01:33 AM,12AM-2AM,0
C01559753679,20260101,133,1,20260108,eCom,265383.0,0.27421875,OK,12:01:33 AM,12AM-2AM,0
C01559753679,20260101,133,1,20260108,eCom,295707.0,0.242212963,OK,12:01:33 AM,12AM-2AM,0
C01559753679,20260101,133,1,20260108,eCom,34743.0,0.082666667,OK,12:01:33 AM,12AM-2AM,0
C01559749741,20260101,133,0,20260109,eCom,778995.0,0.38599537,OK,12:01:33 AM,12AM-2AM,0
C01557198529,20260101,133,1,20260108,eCom,719780.0,0.329190394,OK,12:01:33 AM,12AM-2AM,0
C01559749224,20260101,133,0,20260109,eCom,706972.0,0.33046875,OK,12:01:33 AM,12AM-2AM,0
C01559749224,20260101,133,0,20260109,eCom,665147.0,0.253611111,OK,12:01:33 AM,12AM-2AM,0
C01559749224,20260101,133,1,20260109,eCom,867018.0,0.149162037,OK,12:01:33 AM,12AM-2AM,0
C01559747761,20260101,133,1,20260108,eCom,518172.0,0.329190394,OK,12:01:33 AM,12AM-2AM,0
C01558089049,20260101,133,1,20260108,eCom,1129073.0,0.05078125,OK,12:01:33 AM,12AM-2AM,0
C01559746283,20260101,133,1,20260109,eCom,776699.0,0.279739583,OK,12:01:33 AM,12AM-2AM,0
C01559746283,20260101,133,1,20260109,eCom,928423.0,0.116666667,OK,12:01:33 AM,12AM-2AM,0
C01559747754,20260101,133,1,20260108,eCom,1056857.0,0.078944444,OK,12:01:33 AM,12AM-2AM,0
C01559747754,20260101,133,1,20260108,eCom,133114.0,0.078944444,OK,12:01:33 AM,12AM-2AM,0
C01559747754,20260101,133,1,20260108,eCom,133002.0,0.137289931,OK,12:01:33 AM,12AM-2AM,0
C01559747754,20260101,133,1,20260108,eCom,144889.0,0.497166667,OK,12:01:33 AM,12AM-2AM,0
C01559747754,20260101,133,1,20260108,eCom,133520.0,0.187493056,OK,12:01:33 AM,12AM-2AM,0
C01559747754,20260101,133,1,20260108,eCom,27307.0,0.37,OK,12:01:33 AM,12AM-2AM,0
C01559755884,20260101,133,1,20260108,eCom,394603.0,0.442111111,OK,12:01:33 AM,12AM-2AM,0
C01559755883,20260101,133,1,20260108,eCom,915356.0,0.084972222,OK,12:01:33 AM,12AM-2AM,0
C01559755106,20260101,433,1,20260108,eCom,1128965.0,0.0255,OK,12:04:33 AM,12AM-2AM,0
C01559751218,20260101,433,1,20260108,eCom,139404.0,0.27421875,OK,12:04:33 AM,12AM-2AM,0
C01559754694,20260101,433,1,20260108,eCom,274005.0,0.335,OK,12:04:33 AM,12AM-2AM,0
C01559750211,20260101,433,1,20260108,eCom,574978.0,0.362622685,OK,12:04:33 AM,12AM-2AM,0
C01559754691,20260101,433,1,20260108,eCom,1067682.0,0.197465278,OK,12:04:33 AM,12AM-2AM,0
C01559754691,20260101,433,1,20260108,eCom,1058038.0,0.130338542,OK,12:04:33 AM,12AM-2AM,0
C01559751704,20260101,433,1,20260108,eCom,728000.0,0.362622685,OK,12:04:33 AM,12AM-2AM,0
C01559754697,20260101,433,1,20260108,eCom,1123488.0,0.233597222,OK,12:04:33 AM,12AM-2AM,0
C01559754697,20260101,433,1,20260108,eCom,1122608.0,0.233597222,OK,12:04:33 AM,12AM-2AM,0
C01559755102,20260101,433,1,20260109,eCom,1087834.0,0.16734375,OK,12:04:33 AM,12AM-2AM,0
C01559755102,20260101,433,1,20260109,eCom,26403.0,0.282388889,OK,12:04:33 AM,12AM-2AM,0
C01559755102,20260101,433,1,20260109,eCom,64869.0,0.437395833,OK,12:04:33 AM,12AM-2AM,0
C01559755102,20260101,433,1,20260109,eCom,922833.0,0.13015625,OK,12:04:33 AM,12AM-2AM,0
C01559755889,20260101,433,1,20260108,eCom,945155.0,0.2660625,OK,12:04:33 AM,12AM-2AM,0
C01559755889,20260101,433,1,20260108,eCom,19150.0,0.061804977,OK,12:04:33 AM,12AM-2AM,0
C01559755889,20260101,433,1,20260108,eCom,1006519.0,0.029791667,OK,12:04:33 AM,12AM-2AM,0
C01559755889,20260101,433,1,20260108,eCom,131218.0,0.041513889,OK,12:04:33 AM,12AM-2AM,0
C01559751711,20260101,433,1,20260108,eCom,371800.0,0.253319444,OK,12:04:33 AM,12AM-2AM,0
C01559750716,20260101,433,1,20260108,eCom,724180.0,0.328020833,OK,12:04:33 AM,12AM-2AM,0
C01559749242,20260101,433,1,20260108,eCom,833079.0,0.098854167,OK,12:04:33 AM,12AM-2AM,0
C01559748761,20260101,433,1,20260108,eCom,1078906.0,0.151956597,OK,12:04:33 AM,12AM-2AM,0
C01559748761,20260101,433,1,20260108,eCom,914570.0,0.093683333,OK,12:04:33 AM,12AM-2AM,0
C01559748761,20260101,433,1,20260108,eCom,877331.0,0.102777778,OK,12:04:33 AM,12AM-2AM,0
C01559748761,20260101,433,1,20260108,eCom,877373.0,0.103638889,OK,12:04:33 AM,12AM-2AM,0
C01559753698,20260101,433,1,20260108,eCom,207720.0,0.158984375,OK,12:04:33 AM,12AM-2AM,0
C01559753698,20260101,433,1,20260108,eCom,437868.0,0.193125,OK,12:04:33 AM,12AM-2AM,0
C01559755574,20260101,433,1,20260108,eCom,605694.0,0.140097222,OK,12:04:33 AM,12AM-2AM,0
C01559755574,20260101,433,1,20260108,eCom,933369.0,0.059222222,OK,12:04:33 AM,12AM-2AM,0
C01559750218,20260101,433,1,20260108,eCom,491063.0,0.20718287,OK,12:04:33 AM,12AM-2AM,0
C01559750218,20260101,433,1,20260108,eCom,1011654.0,0.205427083,OK,12:04:33 AM,12AM-2AM,0
C01559750218,20260101,433,1,20260108,eCom,127955.0,0.127697917,OK,12:04:33 AM,12AM-2AM,0
C01559754200,20260101,433,1,20260108,eCom,749299.0,0.111015625,OK,12:04:33 AM,12AM-2AM,0
C01559754200,20260101,433,1,20260108,eCom,127361.0,0.091851852,OK,12:04:33 AM,12AM-2AM,0
C01559749237,20260101,433,1,20260108,eCom,714608.0,0.277604167,OK,12:04:33 AM,12AM-2AM,0
C01559752687,20260101,433,1,20260108,eCom,442898.0,0.305222222,OK,12:04:33 AM,12AM-2AM,0
C01559752687,20260101,433,1,20260108,eCom,84891.0,0.499375,OK,12:04:33 AM,12AM-2AM,0
C01559753694,20260101,433,1,20260108,eCom,754657.0,0.256990741,OK,12:04:33 AM,12AM-2AM,0
C01559753694,20260101,433,1,20260108,eCom,434924.0,0.176493056,OK,12:04:33 AM,12AM-2AM,0
C01559753694,20260101,433,1,20260108,eCom,35778.0,0.1854375,OK,12:04:33 AM,12AM-2AM,0
C01559753694,20260101,433,1,20260108,eCom,411560.0,0.192814236,OK,12:04:33 AM,12AM-2AM,0
C01559755893,20260101,433,1,20260108,eCom,40198.0,0.372164352,OK,12:04:33 AM,12AM-2AM,0
C01559755893,20260101,433,1,20260108,eCom,24395.0,0.204817708,OK,12:04:33 AM,12AM-2AM,0
